product_id,vendor_id,is_default
6ea55085-8541-45b4-92b8-56f0559d13a1,62894ceb-1958-4f50-aed7-d824d2a19b08,true
6f20583c-dbb3-4c00-87e3-c198c3c37f7f,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
703250d2-67d6-468a-be9a-d0b38aa0a1aa,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
705a8329-26a5-4aa9-aa73-814edcfd5323,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
7221cf29-aa48-434b-bd6c-522a404d6402,d64946b5-b838-491b-998d-6256313861d6,true
72888a49-e18a-44ee-b1b0-36bc265e2b0b,7204e754-cfcd-4902-996d-064881800543,true
72f36290-09fb-4ba0-9aee-474770a8c642,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
74e0930a-d055-4b95-b091-44f82db6d3bf,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
791433c2-859e-4d73-bf84-984a2ad079b2,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
79ff1a68-0475-4ae8-ae9a-75f206b72fe5,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
7bae7ffb-0f97-48f0-934c-82f6a4e234df,d64946b5-b838-491b-998d-6256313861d6,true
7c9228b8-dad5-4b8f-b647-fe7dbe715c30,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
7cfd696f-9b08-4c3c-8c2b-5028dc220cd8,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
7d1516c9-2d54-4bc6-ae29-c2cd1970103a,a0a55973-9f1c-41e7-9801-63264b9e2828,true
7d2ee5b4-d1b8-4857-b96b-bfb8a480d3db,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
7dcd2351-eef9-48bf-9113-3c512e556435,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
7dd1cad1-c4d6-4b57-9688-d510534250d7,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
7eb720b3-8f3f-42c1-8f20-3bb0799b5897,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
826692c6-7281-409f-9bbe-338d9bdca58b,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
84788295-5bf4-4133-be2f-ba8714fcedf5,d64946b5-b838-491b-998d-6256313861d6,true
84baeee0-5fd3-4da1-a735-c27ea2dc918c,75e2ae60-280c-4145-8766-6f32bc4b7d8d,true
8680da30-73c0-4d92-9b1e-51ee9bbfae33,a0a55973-9f1c-41e7-9801-63264b9e2828,true
87335c5b-59b7-4bcb-ae33-eec1f5d0739a,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
8778ca3c-89bd-4205-adf9-a552c6a65e67,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
87a6655e-24a2-4fcc-b6c3-17256ecfbf4b,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
87b72c0c-ffeb-4f02-b43b-a1f4240e2fbc,75e2ae60-280c-4145-8766-6f32bc4b7d8d,true
88fa76a6-99f2-4e5f-a57e-ed10ec58c356,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
8fe039e8-86a6-41fb-bfc5-6d979c8697ae,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
90825fe1-c936-4c51-a0bc-f8ae62bf888b,7204e754-cfcd-4902-996d-064881800543,true
90c144bd-e57e-4bbd-b9d1-fa9d6918920e,d64946b5-b838-491b-998d-6256313861d6,true
91c1a8b0-7343-4c74-a154-b30d5a6246a8,d64946b5-b838-491b-998d-6256313861d6,true
929a0194-bcd5-497c-894e-cecd2706a424,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
93f51004-4b71-43c3-8dcd-ed5e66af9239,d64946b5-b838-491b-998d-6256313861d6,true
95fd3d52-a9d3-44ce-9aa3-d8b93044256f,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
973c3259-7ba3-42da-97af-79f3d7404c58,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
9784858f-76d0-4c20-a267-2b9920fbc102,d64946b5-b838-491b-998d-6256313861d6,true
9b61e0aa-fdbc-4599-821c-2898f8de772c,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
